Course Name,Partner,Difficulty Level
"Finding Mutations in DNA and Proteins (Bioinformatics VI)","University of California San Diego","INTERMEDIATE"
"Engineering and Product Design Processes","Arizona State University","BEGINNER"
"Java Development with Databases ","SkillUp","INTERMEDIATE"
"Preparing for your Professional Cloud Architect Journey","Google Cloud","ADVANCED"
"Chino básico: Lenguaje y cultura empresarial","Arizona State University","BEGINNER"
"Python for Data Science (and Version Control with GitHub)","Coursera","BEGINNER"
"Wind Power Generation","L&T EduTech","BEGINNER"
"Introduction to Digital Advertising","University of Colorado Boulder","BEGINNER"
"Representante de Ventas de HubSpot","HubSpot Academy","BEGINNER"
"Marketing Channel Strategy & B2B2C Routes to Market","Emory University","INTERMEDIATE"
"Use Canva to Create Social Media Visuals for Business","Coursera Project Network","BEGINNER"
"How to Set Up a Facebook Ads Campaign","Coursera Project Network","INTERMEDIATE"
"Working with Subqueries in SQL","Coursera Project Network","ADVANCED"
"Make.com for Beginners: LinkedIn Post Automation With GPT-4","Coursera Project Network","BEGINNER"
"Tableau Public for Beginners: Data Visualization Basics","Coursera Project Network","INTERMEDIATE"
"Infrastructure as Code with Terraform","Google Cloud","BEGINNER"
"Practical Introduction to the Command Line","Coursera Project Network","BEGINNER"
"Sales Prospecting Mastery with Lemlist: AI-Driven Strategies","Coursera Project Network","INTERMEDIATE"
"Aprende a utilizar Click Up","Coursera Project Network","BEGINNER"
"GenAI Chatbots: Create and Deploy OpenAI-Powered Chatbots","Coursera Project Network","INTERMEDIATE"
"Intel® Telco Cloud Academy","Intel","BEGINNER"
"Cloud Computing Foundations","Duke University","BEGINNER"
"Lean Management Course","Simplilearn","BEGINNER"
"Palo Alto Networks Security Operations  Fundamentals","Palo Alto Networks","INTERMEDIATE"
"Key Technologies in Data Analytics","LearnQuest","BEGINNER"
"Chronicle SIEM: Outcomes & Functions","Google Cloud","BEGINNER"
"Threat Investigation","Cisco Learning and Certifications","MIXED"
"Corporate Entrepreneurship: Innovating within Corporations","University of Maryland, College Park","BEGINNER"
"Sensory Science: Conducting Tests","University of California, Davis","INTERMEDIATE"
"Social Entrepreneurship","University of Pennsylvania","MIXED"
"Excel for Beginners: Sorting, Filtering, Data-Validation","Coursera Project Network","BEGINNER"
"Create User Stories in Jira","Coursera Project Network","BEGINNER"
"Networking 101","Google Cloud","BEGINNER"
"PMP Certification: Unit 2","Pearson","BEGINNER"
"Getting started with Flutter Development","Google Cloud","BEGINNER"
"Detecting COVID-19 with Chest X-Ray using PyTorch","Coursera Project Network","INTERMEDIATE"
"Qlik Sense for Beginners: Analyze and Visualize Data","Coursera Project Network","INTERMEDIATE"
"Ingesting FHIR Data with the Healthcare API","Google Cloud","BEGINNER"
"Principles of Accounts Payable and Receivable Management ","Tally Education and Distribution Services Private Limited","INTERMEDIATE"
"Designing with GenAI and Capstone Project","Xbox","BEGINNER"
"Practice Exam for Scrum.org PSPO I Certification","SkillUp","ADVANCED"
"GST - Audit, assessment and litigation","PwC India","BEGINNER"
"Copilot for Sales","Microsoft","BEGINNER"
"Advanced Spring Boot Development","Board Infinity","ADVANCED"
"International Business and Culture","University of Colorado Boulder","BEGINNER"
"Metasploit for Beginners: Ethical Penetration Testing","Coursera Project Network","BEGINNER"
"Introducción a la gestión ágil de proyectos","Tecnológico de Monterrey","BEGINNER"
"El liderazgo del director de proyectos","Tecnológico de Monterrey","BEGINNER"
"Basic Elements of Design: Design Principles and Software Overview","University of Colorado Boulder","BEGINNER"
"Series Orientation: Transforming Education","University of Michigan","BEGINNER"
"Developing the SIR Model","Imperial College London","INTERMEDIATE"
"Object-Oriented Programming in Python","Duke University","BEGINNER"
"Sexualidad...mucho más que sexo","Universidad de los Andes","BEGINNER"
"Laboratório de Programação Orientada a Objetos - Parte 1","Universidade de São Paulo","INTERMEDIATE"
"Python Data Representations","Rice University","BEGINNER"
"Launching Your Freelancing Business","California Institute of the Arts","INTERMEDIATE"
"Laboratório de Programação Orientada a Objetos - Parte 2","Universidade de São Paulo","ADVANCED"
"Guidance to Keep Newborn Babies Safe and Healthy","University of Colorado System","BEGINNER"
"Generative AI Database Design & Management with ChatGPT","Vanderbilt University","INTERMEDIATE"
"Nanophotonics and Detectors","University of Colorado Boulder","ADVANCED"
"SQL Window Functions for Analytics","Coursera Project Network","ADVANCED"
"Advanced Data Analysis with Generative AI","Microsoft","INTERMEDIATE"
"Financial Accounting Explained","Coursera Project Network","INTERMEDIATE"
"Central Banks and Monetary Policy","University of Illinois Urbana-Champaign","INTERMEDIATE"
"Prepare for the EMT Certification Test","University of Colorado System","BEGINNER"
"Optical Character Recognition (OCR) with Document AI (Python)","Google Cloud","INTERMEDIATE"
"Privacy in the Western World","EIT Digital","BEGINNER"
"Canva for teachers","Coursera Project Network","BEGINNER"
"Principles of Secure Coding","University of California, Davis","INTERMEDIATE"
"Gabriel García Márquez entre el poder, la historia y el amor","Universidad de los Andes","BEGINNER"
"Lesson Planning with the ELL in Mind","Arizona State University","MIXED"
"Building Statistical Models in R: Linear Regression","Coursera Project Network","BEGINNER"
"Managing Innovation: Ambidexterity, Teams and Leading Change","University of Illinois Urbana-Champaign","BEGINNER"
"Certificate Overview and Introduction to Recruiting","Automatic Data Processing, Inc. (ADP)","BEGINNER"
"What is the Human Factor in Design?","Arizona State University","INTERMEDIATE"
"How Can We Measure and Study Human Error?","Arizona State University","INTERMEDIATE"
"The Heart, Blood, and Lungs","MedCerts","BEGINNER"
"Introduction to CSS3","Johns Hopkins University","MIXED"
"Tesoros de la Física y sus Descubridores I","Universidad de los Andes","BEGINNER"
"品读道家的智慧","Xi'an Jiaotong University","ADVANCED"
"Threat Response","Cisco Learning and Certifications","MIXED"
"DevOps Capstone Project","IBM","INTERMEDIATE"
"Change Management for GenAI Integration","Starweaver","INTERMEDIATE"
"Principles and Technologies of 5G Mobile Networks","LearnQuest","INTERMEDIATE"
"Web Application Security Testing with OWASP ZAP","Coursera Project Network","INTERMEDIATE"
"Introduction to FastAPI framework","Duke University","INTERMEDIATE"
"Generative AI with Vertex AI: Prompt Design","Google Cloud","BEGINNER"
"Case-Based Frameworks for Mastering Management Consulting","Board Infinity","BEGINNER"
"Beginner English: Personal Information","Voxy","BEGINNER"
"Conceptos base para el estudio del medio ambiente","Universidad Austral","BEGINNER"
"Algebra: Elementary to Advanced - Polynomials and Roots","Johns Hopkins University","BEGINNER"
"Environmental Project Management: Stakeholder Collaboration","University of Maryland, College Park","BEGINNER"
"Google Project Management (PT)","Google","BEGINNER"
"Programa en Desarrollo de nuevas empresas","Universidad de los Andes","BEGINNER"
"Accelerate: Professional Development with an Advanced Degree","University of Minnesota","BEGINNER"
"Representante de desarrollo de ventas de Salesforce","Salesforce","BEGINNER"
"La enseñanza de las Ciencias Naturales en la escuela primaria","Universidad Austral","BEGINNER"
"Electrones en Acción: Electrónica y Arduinos para tus propios Inventos","Pontificia Universidad Católica de Chile","MIXED"
"Data-Driven Leadership Skills","University of Glasgow","INTERMEDIATE"
"Cyber Incident Response","Infosec","BEGINNER"
"Exam Prep: AWS Certified DevOps Engineer - Professional","Whizlabs","INTERMEDIATE"
"Perspectivas en Transformación Digital: Agronegocios","Banco Interamericano de Desarrollo","BEGINNER"
"Docencia para la capacitación laboral y el aprendizaje a lo largo de la vida.","Universidad de Chile","INTERMEDIATE"
"Mastering Operating Systems with IBM AIX","IBM","INTERMEDIATE"
"Exam Prep AZ-305: Microsoft Azure Solutions Architect Expert","Whizlabs","INTERMEDIATE"
"用Python玩转数据 Data Processing Using Python","Nanjing University","MIXED"
"The Blender 4 Ultimate Guide","Packt","INTERMEDIATE"
"Google Cloud Infrastructure for AWS Professionals","Google Cloud","INTERMEDIATE"
"Introdução aos Negócios","Fundação Instituto de Administração","BEGINNER"
"Transforming Your Company's Data Analytics","University of Maryland, College Park","BEGINNER"
"Criatividade e Liderança","Fundação Instituto de Administração","BEGINNER"
"Lições Aprendidas com Liderança Inclusiva","Fundação Instituto de Administração","BEGINNER"
"Orçamento e Cronograma de Projetos","Universidade de São Paulo","BEGINNER"
"Social Determinants of Health: Data to Action","University of Minnesota","BEGINNER"
"La era digital en América Latina y el Caribe","Banco Interamericano de Desarrollo","BEGINNER"
"Gestión de las empresas de alimentación y bebidas","Università Bocconi","MIXED"
"Women's Leadership: Boost your skills and drive change","Banco Interamericano de Desarrollo","BEGINNER"
"El desafío de Innovar en la Educación Superior","Universidad de Chile","MIXED"
"Líderes para la gestión en seguridad ciudadana y justicia","Banco Interamericano de Desarrollo","BEGINNER"
"Test-Driven Development for JavaScript","Pearson","INTERMEDIATE"
"Quadro de Política Ambiental e Social do BID","Banco Interamericano de Desarrollo","BEGINNER"
"Building Test Automation Framework using Selenium and TestNG","Coursera Project Network","ADVANCED"
"PowerBI for Beginners: Data transformation","Coursera Project Network","BEGINNER"
"职场修炼：学习、创新、协作与自我实现","University of Science and Technology of China","BEGINNER"
"Data Visualization in Tableau: Create Dashboards and Stories","Coursera Project Network","INTERMEDIATE"
"Study Skills for University Success","University of California, Irvine","BEGINNER"
"Learn About JSON with JavaScript","Coursera Project Network","BEGINNER"
"Qualitative Research","University of California, Davis","INTERMEDIATE"
"Mastering Data Analysis with Pandas","Coursera Project Network","BEGINNER"
"Introduction to Computer Vision with TensorFlow","Google Cloud","BEGINNER"
"ARM Cortex (STM32) Fundamentals: Building Embedded Systems","EDUCBA","INTERMEDIATE"
"Notion for Beginners: Create a Project Plan","Coursera Project Network","BEGINNER"
"An Introduction to Interactive Programming in Python (Part 1)","Rice University","MIXED"
"Linux for Developers","The Linux Foundation","BEGINNER"
"Engineering Project Management: Risk, Quality, Teams, and Procurement","Rice University","BEGINNER"
"Evolutionary Computation and its Applications","University of Glasgow","BEGINNER"
"Web Application Technologies and Django","University of Michigan","INTERMEDIATE"
"Frontend Development using Angular","Board Infinity","INTERMEDIATE"
"Boost Productivity with Gemini in BigQuery","Google Cloud","BEGINNER"
"Java Development Capstone Project","IBM","ADVANCED"
"Security Governance & Compliance","University of California, Irvine","MIXED"
"Linux Server Management and Security","University of Colorado System","INTERMEDIATE"
"Introduction to Recommender Systems:  Non-Personalized and Content-Based","University of Minnesota","INTERMEDIATE"
"Infection Prevention & Wound Care: Clean Practice Essentials","Immersify","BEGINNER"
"Data Structures & Backend with Java","Board Infinity","ADVANCED"
"Globalisation and health governance","Imperial College London","BEGINNER"
"DaVinci Resolve 19 Masterclass: Audio & Visual Polish","Skillshare","MIXED"
"Chinese Characters for beginner (2)    汉字(2)","Peking University","INTERMEDIATE"
"Java: Algorithms","Codio","INTERMEDIATE"
"Applied Scrum for Agile Project Management","University of Maryland, College Park","BEGINNER"
"Introduction to Market Research","Queen Mary University of London","BEGINNER"
"Linux Tools for Developers","The Linux Foundation","BEGINNER"
"Key Concepts in Organizational DE&I","Rice University","INTERMEDIATE"
"Aromatherapy: Clinical Use of Essential Oils","University of Minnesota","BEGINNER"
"Conceptos y Herramientas para la Física Universitaria","Tecnológico de Monterrey","MIXED"
"Music Production Capstone","Berklee","INTERMEDIATE"
"Lead Selection & Optimization","Novartis","INTERMEDIATE"
"Introduction to Rust Programming and Core Concepts","Packt","BEGINNER"
"Human Cognitive Capacities & Limitations","Arizona State University","INTERMEDIATE"
"Using Git for Distributed Development","The Linux Foundation","BEGINNER"
"Blockchain Opportunity Analysis for Global Commerce","INSEAD","INTERMEDIATE"
"Experimental Methods in Systems Biology","Icahn School of Medicine at Mount Sinai","MIXED"
"Pressure, Force, Motion, and Humidity Sensors ","University of Colorado Boulder","INTERMEDIATE"
"Oracle Database Administration from Zero to Hero","Packt","INTERMEDIATE"
"Front-End Web Development for Beginners","University of Washington","BEGINNER"
"Conflict Management Project","University of California, Irvine","MIXED"
" Mandarin Chinese for Intermediate Learners: Part 1","Shanghai Jiao Tong University","INTERMEDIATE"
"Selecting the Right Customer & Channel ","University of Maryland, College Park","BEGINNER"
