Category,Institution,Course,Fees,Type,Location
Medical,"Amrita College of Nursing, Kochi","Not Available","Ownership: Private Ernakulam, Kerala Amrita College of Nursing, Kochi Ownership: Private Ernakulam, Kerala B.Sc Nursing Fees : ₹12.09 Lakhs B.Sc. (1 Course) Admissions Courses Facilities Brochure Apply Compare Admissions Courses Facilities 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Ownership: Private Ernakulam, Kerala Amrita College of Nursing, Kochi Ownership: Private Ernakulam, Kerala B.Sc Nursing Fees : ₹12.09 Lakhs B.Sc. (1 Course) Admissions Courses Facilities Brochure Apply Compare Admissions Courses Facilities 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Medical,"Amrita College of Nursing, Kochi","Not Available","Ownership: Private Ernakulam, Kerala Amrita College of Nursing, Kochi Ownership: Private Ernakulam, Kerala B.Sc Nursing Fees : ₹12.09 Lakhs B.Sc. (1 Course) Admissions Courses Facilities Brochure Apply Compare","Ownership: Private Ernakulam, Kerala Amrita College of Nursing, Kochi Ownership: Private Ernakulam, Kerala B.Sc Nursing Fees : ₹12.09 Lakhs B.Sc. (1 Course) Admissions Courses Facilities Brochure Apply Compare","Not Available"
Medical,"Amrita College of Nursing, Ranchi","Not Available","Not Available","Ownership: Private Ranchi, Jharkhand Amrita College of Nursing, Ranchi Ownership: Private Ranchi, Jharkhand GNM Admissions Courses Facilities Brochure Enquire Compare Admissions Courses Facilities 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Medical,"Amrita College of Nursing, Ranchi","Not Available","Not Available","Ownership: Private Ranchi, Jharkhand Amrita College of Nursing, Ranchi Ownership: Private Ranchi, Jharkhand GNM Admissions Courses Facilities Brochure Enquire Compare","Not Available"
Management,"IIM Ahmedabad (IIMA) - Indian Institute of Management Ahmedabad","Not Available","Fees: 20 Lakhs - 26.50 Lakhs","1 NIRF Rank'25 More Details Careers360 Ranking : 1 Ownership: Public/Government Rating: 4.8/5 47 Reviews IIM Ahmedabad (IIMA) - Indian Institute of Management Ahmedabad Careers360 Ranking : 1 Ownership: Public/Government Rating: 4.8/5 47 Reviews MBA (4 Courses) Fees: 20 Lakhs - 26.50 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 300+ Brochures downloaded so far 300+ Brochures downloaded so far","Not Available"
Management,"IIM Ahmedabad (IIMA) - Indian Institute of Management Ahmedabad","Not Available","Fees: 20 Lakhs - 26.50 Lakhs","1 NIRF Rank'25 More Details Careers360 Ranking : 1 Ownership: Public/Government Rating: 4.8/5 47 Reviews IIM Ahmedabad (IIMA) - Indian Institute of Management Ahmedabad Careers360 Ranking : 1 Ownership: Public/Government Rating: 4.8/5 47 Reviews MBA (4 Courses) Fees: 20 Lakhs - 26.50 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Not Available"
Management,"IIM Bangalore - Indian Institute of Management Bangalore","Not Available","Fees: 20.11 Lakhs - 26 Lakhs","2 NIRF Rank'25 More Details Careers360 Ranking : 2 Ownership: Public/Government Rating: 4.5/5 36 Reviews IIM Bangalore - Indian Institute of Management Bangalore Careers360 Ranking : 2 Ownership: Public/Government Rating: 4.5/5 36 Reviews MBA (4 Courses) Fees: 20.11 Lakhs - 26 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 1000+ Brochures downloaded so far 1000+ Brochures downloaded so far","Not Available"
Management,"IIM Bangalore - Indian Institute of Management Bangalore","Not Available","Fees: 20.11 Lakhs - 26 Lakhs","2 NIRF Rank'25 More Details Careers360 Ranking : 2 Ownership: Public/Government Rating: 4.5/5 36 Reviews IIM Bangalore - Indian Institute of Management Bangalore Careers360 Ranking : 2 Ownership: Public/Government Rating: 4.5/5 36 Reviews MBA (4 Courses) Fees: 20.11 Lakhs - 26 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Not Available"
Management,"IIM Kozhikode - Indian Institute of Management Kozhikode","Not Available","Fees: 14.70 Lakhs - 23.50 Lakhs","3 NIRF Rank'25 More Details Careers360 Ranking : 3 Ownership: Public/Government Rating: 4.4/5 65 Reviews IIM Kozhikode - Indian Institute of Management Kozhikode Careers360 Ranking : 3 Ownership: Public/Government Rating: 4.4/5 65 Reviews P.G.P (5 Courses) Fees: 14.70 Lakhs - 23.50 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Management,"IIM Kozhikode - Indian Institute of Management Kozhikode","Not Available","Fees: 14.70 Lakhs - 23.50 Lakhs","3 NIRF Rank'25 More Details Careers360 Ranking : 3 Ownership: Public/Government Rating: 4.4/5 65 Reviews IIM Kozhikode - Indian Institute of Management Kozhikode Careers360 Ranking : 3 Ownership: Public/Government Rating: 4.4/5 65 Reviews P.G.P (5 Courses) Fees: 14.70 Lakhs - 23.50 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Not Available"
Management,"IIT Delhi - Indian Institute of Technology Delhi","Not Available","Fees: 12.90 Lakhs","4 NIRF Rank'25 More Details Careers360 Ranking : -- Ownership: Public/Government Rating: 4.6/5 320 Reviews IIT Delhi - Indian Institute of Technology Delhi Careers360 Ranking : -- Ownership: Public/Government Rating: 4.6/5 320 Reviews MBA (2 Courses) Fees: 12.90 Lakhs Ph.D (1 Course) Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 2000+ Brochures downloaded so far 2000+ Brochures downloaded so far","4 NIRF Rank'25 More Details Careers360 Ranking : -- Ownership: Public/Government Rating: 4.6/5 320 Reviews IIT Delhi - Indian Institute of Technology Delhi Careers360 Ranking : -- Ownership: Public/Government Rating: 4.6/5 320 Reviews MBA (2 Courses) Fees: 12.90 Lakhs Ph.D (1 Course) Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 2000+ Brochures downloaded so far 2000+ Brochures downloaded so far"
Management,"IIT Delhi - Indian Institute of Technology Delhi","Not Available","Fees: 12.90 Lakhs","4 NIRF Rank'25 More Details Careers360 Ranking : -- Ownership: Public/Government Rating: 4.6/5 320 Reviews IIT Delhi - Indian Institute of Technology Delhi Careers360 Ranking : -- Ownership: Public/Government Rating: 4.6/5 320 Reviews MBA (2 Courses) Fees: 12.90 Lakhs Ph.D (1 Course) Admissions Placements Courses Facilities QnA Brochure Enquire Compare","4 NIRF Rank'25 More Details Careers360 Ranking : -- Ownership: Public/Government Rating: 4.6/5 320 Reviews IIT Delhi - Indian Institute of Technology Delhi Careers360 Ranking : -- Ownership: Public/Government Rating: 4.6/5 320 Reviews MBA (2 Courses) Fees: 12.90 Lakhs Ph.D (1 Course) Admissions Placements Courses Facilities QnA Brochure Enquire Compare"
Management,"IIM Lucknow - Indian Institute of Management Lucknow","Not Available","Fees: 19.55 Lakhs","5 NIRF Rank'25 More Details Careers360 Ranking : 6 Ownership: Public/Government Rating: 4.3/5 68 Reviews IIM Lucknow - Indian Institute of Management Lucknow Careers360 Ranking : 6 Ownership: Public/Government Rating: 4.3/5 68 Reviews MBA (3 Courses) Fees: 19.55 Lakhs FPM (2 Courses) Fees: 7.50 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Management,"IIM Lucknow - Indian Institute of Management Lucknow","Not Available","Fees: 19.55 Lakhs","5 NIRF Rank'25 More Details Careers360 Ranking : 6 Ownership: Public/Government Rating: 4.3/5 68 Reviews IIM Lucknow - Indian Institute of Management Lucknow Careers360 Ranking : 6 Ownership: Public/Government Rating: 4.3/5 68 Reviews MBA (3 Courses) Fees: 19.55 Lakhs FPM (2 Courses) Fees: 7.50 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Not Available"
Management,"IIM Mumbai (NITIE) - Indian Institute of Management Mumbai","Not Available","Not Available","6 NIRF Rank'25 More Details Careers360 Ranking : 5 Ownership: Public/Government Rating: 4.6/5 61 Reviews IIM Mumbai (NITIE) - Indian Institute of Management Mumbai Careers360 Ranking : 5 Ownership: Public/Government Rating: 4.6/5 61 Reviews Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","6 NIRF Rank'25 More Details Careers360 Ranking : 5 Ownership: Public/Government Rating: 4.6/5 61 Reviews IIM Mumbai (NITIE) - Indian Institute of Management Mumbai Careers360 Ranking : 5 Ownership: Public/Government Rating: 4.6/5 61 Reviews Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far"
Management,"IIM Mumbai (NITIE) - Indian Institute of Management Mumbai","Not Available","Not Available","6 NIRF Rank'25 More Details Careers360 Ranking : 5 Ownership: Public/Government Rating: 4.6/5 61 Reviews IIM Mumbai (NITIE) - Indian Institute of Management Mumbai Careers360 Ranking : 5 Ownership: Public/Government Rating: 4.6/5 61 Reviews Admissions Placements Courses Facilities QnA Brochure Enquire Compare","6 NIRF Rank'25 More Details Careers360 Ranking : 5 Ownership: Public/Government Rating: 4.6/5 61 Reviews IIM Mumbai (NITIE) - Indian Institute of Management Mumbai Careers360 Ranking : 5 Ownership: Public/Government Rating: 4.6/5 61 Reviews Admissions Placements Courses Facilities QnA Brochure Enquire Compare"
Management,"IIM Calcutta - Indian Institute of Management Calcutta","Not Available","Not Available","7 NIRF Rank'25 More Details Careers360 Ranking : 4 Ownership: Public/Government Rating: 4.3/5 57 Reviews IIM Calcutta - Indian Institute of Management Calcutta Careers360 Ranking : 4 Ownership: Public/Government Rating: 4.3/5 57 Reviews Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Management,"IIM Calcutta - Indian Institute of Management Calcutta","Not Available","Not Available","7 NIRF Rank'25 More Details Careers360 Ranking : 4 Ownership: Public/Government Rating: 4.3/5 57 Reviews IIM Calcutta - Indian Institute of Management Calcutta Careers360 Ranking : 4 Ownership: Public/Government Rating: 4.3/5 57 Reviews Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Not Available"
Management,"IIM Indore - Indian Institute of Management Indore","Not Available","Fees: 17.60 Lakhs - 22.12 Lakhs","8 NIRF Rank'25 More Details Careers360 Ranking : 7 Ownership: Public/Government Rating: 4.6/5 174 Reviews IIM Indore - Indian Institute of Management Indore Careers360 Ranking : 7 Ownership: Public/Government Rating: 4.6/5 174 Reviews P.G.P (4 Courses) Fees: 17.60 Lakhs - 22.12 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Management,"IIM Indore - Indian Institute of Management Indore","Not Available","Fees: 17.60 Lakhs - 22.12 Lakhs","8 NIRF Rank'25 More Details Careers360 Ranking : 7 Ownership: Public/Government Rating: 4.6/5 174 Reviews IIM Indore - Indian Institute of Management Indore Careers360 Ranking : 7 Ownership: Public/Government Rating: 4.6/5 174 Reviews P.G.P (4 Courses) Fees: 17.60 Lakhs - 22.12 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Not Available"
Management,"MDI Gurgaon - Management Development Institute, Gurgaon","Not Available","Fees: 8.95 Lakhs - 27.61 Lakhs","9 NIRF Rank'25 More Details Careers360 Ranking : 2 Ownership: Private Rating: 4.5/5 83 Reviews MDI Gurgaon - Management Development Institute, Gurgaon Careers360 Ranking : 2 Ownership: Private Rating: 4.5/5 83 Reviews P.G.D.M (8 Courses) Fees: 8.95 Lakhs - 27.61 Lakhs FPM (1 Course) Fees: 7.10 Lakhs - 8.18 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Management,"MDI Gurgaon - Management Development Institute, Gurgaon","Not Available","Fees: 8.95 Lakhs - 27.61 Lakhs","9 NIRF Rank'25 More Details Careers360 Ranking : 2 Ownership: Private Rating: 4.5/5 83 Reviews MDI Gurgaon - Management Development Institute, Gurgaon Careers360 Ranking : 2 Ownership: Private Rating: 4.5/5 83 Reviews P.G.D.M (8 Courses) Fees: 8.95 Lakhs - 27.61 Lakhs FPM (1 Course) Fees: 7.10 Lakhs - 8.18 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Not Available"
Management,"XLRI Jamshedpur - XLRI-Xavier School of Management, Jamshedpur","Not Available","Fees: 14 Lakhs - 30.60 Lakhs","10 NIRF Rank'25 More Details Careers360 Ranking : 1 Ownership: Private Rating: 4.7/5 39 Reviews XLRI Jamshedpur - XLRI-Xavier School of Management, Jamshedpur Careers360 Ranking : 1 Ownership: Private Rating: 4.7/5 39 Reviews P.G.D.M (6 Courses) Fees: 14 Lakhs - 30.60 Lakhs FPM (3 Courses) Fees: 12.45 Lakhs Admissions Placements Courses Facilities QnA Brochure Apply Compare Admissions Placements Courses Facilities QnA 300+ Brochures downloaded so far 300+ Brochures downloaded so far","Not Available"
Management,"XLRI Jamshedpur - XLRI-Xavier School of Management, Jamshedpur","Not Available","Fees: 14 Lakhs - 30.60 Lakhs","10 NIRF Rank'25 More Details Careers360 Ranking : 1 Ownership: Private Rating: 4.7/5 39 Reviews XLRI Jamshedpur - XLRI-Xavier School of Management, Jamshedpur Careers360 Ranking : 1 Ownership: Private Rating: 4.7/5 39 Reviews P.G.D.M (6 Courses) Fees: 14 Lakhs - 30.60 Lakhs FPM (3 Courses) Fees: 12.45 Lakhs Admissions Placements Courses Facilities QnA Brochure Apply Compare","Not Available"
Management,"SIBM Pune - Symbiosis Institute of Business Management, Pune","Not Available","Fees: 24.90 Lakhs","11 NIRF Rank'25 More Details Careers360 Ranking : 6 Ownership: Private Rating: 4.2/5 93 Reviews SIBM Pune - Symbiosis Institute of Business Management, Pune Careers360 Ranking : 6 Ownership: Private Rating: 4.2/5 93 Reviews MBA (2 Courses) Fees: 24.90 Lakhs Admissions Placements Courses Facilities QnA Brochure Apply Compare Admissions Placements Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Management,"SIBM Pune - Symbiosis Institute of Business Management, Pune","Not Available","Fees: 24.90 Lakhs","11 NIRF Rank'25 More Details Careers360 Ranking : 6 Ownership: Private Rating: 4.2/5 93 Reviews SIBM Pune - Symbiosis Institute of Business Management, Pune Careers360 Ranking : 6 Ownership: Private Rating: 4.2/5 93 Reviews MBA (2 Courses) Fees: 24.90 Lakhs Admissions Placements Courses Facilities QnA Brochure Apply Compare","Not Available"
Management,"IIT Kharagpur - Indian Institute of Technology Kharagpur","Not Available","Not Available","12 NIRF Rank'25 More Details Careers360 Ranking : -- Ownership: Public/Government Rating: 4.7/5 330 Reviews IIT Kharagpur - Indian Institute of Technology Kharagpur Careers360 Ranking : -- Ownership: Public/Government Rating: 4.7/5 330 Reviews Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 1000+ Brochures downloaded so far 1000+ Brochures downloaded so far","Not Available"
Management,"IIT Kharagpur - Indian Institute of Technology Kharagpur","Not Available","Not Available","12 NIRF Rank'25 More Details Careers360 Ranking : -- Ownership: Public/Government Rating: 4.7/5 330 Reviews IIT Kharagpur - Indian Institute of Technology Kharagpur Careers360 Ranking : -- Ownership: Public/Government Rating: 4.7/5 330 Reviews Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Not Available"
